donation_number,donor,legislator,amount,releasedate
2892,Meats,N00026148,1000,"2019-10-16 00:00:00 +0000"
2893,"Mustang Engineering",N00026148,1000,"2019-10-16 00:00:00 +0000"
2894,"National Assn of Insurance & Financial Advisors",N00026148,1000,"2019-10-16 00:00:00 +0000"
2895,"SFMG Wealth",N00026148,1000,"2019-10-16 00:00:00 +0000"
2896,"Texas Farm Products",N00026148,1000,"2019-10-16 00:00:00 +0000"
2897,"Tyler Nephrology Assoc",N00026148,1000,"2019-10-16 00:00:00 +0000"
2898,"Young Republicans",N00026148,1000,"2019-10-16 00:00:00 +0000"
2899,"Norfolk Southern",N00009154,10000,"2019-06-10 00:00:00 +0000"
2900,"National Assn of Broadcasters",N00009154,7500,"2019-06-10 00:00:00 +0000"
2901,"National Pork Producers Council",N00009154,7500,"2019-06-10 00:00:00 +0000"
2902,"National Turkey Federation",N00009154,7500,"2019-06-10 00:00:00 +0000"
2903,"BNSF Railway",N00009154,5000,"2019-06-10 00:00:00 +0000"
2904,"California Dairies Inc",N00009154,5000,"2019-06-10 00:00:00 +0000"
2905,"Cardinal Health",N00009154,5000,"2019-06-10 00:00:00 +0000"
2906,"Covington & Burling",N00009154,5000,"2019-06-10 00:00:00 +0000"
2907,"CSX Corp",N00009154,5000,"2019-06-10 00:00:00 +0000"
2908,"Deloitte LLP",N00009154,5000,"2019-06-10 00:00:00 +0000"
2909,"Directors Guild of America",N00009154,5000,"2019-06-10 00:00:00 +0000"
2910,"Facebook Inc",N00009154,5000,"2019-06-10 00:00:00 +0000"
2911,"Google Inc",N00009154,5000,"2019-06-10 00:00:00 +0000"
2912,"Intel Corp",N00009154,5000,"2019-06-10 00:00:00 +0000"
2913,"Microsoft Corp",N00009154,5000,"2019-06-10 00:00:00 +0000"
2914,"National Auto Dealers Assn",N00009154,5000,"2019-06-10 00:00:00 +0000"
2915,"National Cattlemen's Beef Assn",N00009154,5000,"2019-06-10 00:00:00 +0000"
2916,"New River Electrical",N00009154,5000,"2019-06-10 00:00:00 +0000"
2917,"RR Donnelley & Sons",N00009154,5000,"2019-06-10 00:00:00 +0000"
2918,"UBS Americas",N00009154,5000,"2019-06-10 00:00:00 +0000"
2919,"Union Pacific Corp",N00009154,5000,"2019-06-10 00:00:00 +0000"
2920,"WarnerMedia Group",N00009154,5000,"2019-06-10 00:00:00 +0000"
2921,"Koch Industries",N00030771,10000,"2019-10-16 00:00:00 +0000"
2922,"Protecting Integrity & Truth Together PAC",N00030771,9767,"2019-10-16 00:00:00 +0000"
2923,"House Freedom Fund",N00030771,8050,"2019-10-16 00:00:00 +0000"
2924,"American Dental Assn",N00030771,7600,"2019-10-16 00:00:00 +0000"
2925,"Bill Luke Chrysler/Jeep/Dodge",N00030771,5400,"2019-10-16 00:00:00 +0000"
2926,"American Kidney Stone Management",N00030771,5000,"2019-10-16 00:00:00 +0000"
2927,"Pinnacle West Capital",N00030771,5000,"2019-10-16 00:00:00 +0000"
2928,"American Assn of Orthodontists",N00030771,3000,"2019-10-16 00:00:00 +0000"
2929,"American Society of Anesthesiologists",N00030771,3000,"2019-10-16 00:00:00 +0000"
2930,"Jim Jordan for Congress",N00030771,3000,"2019-10-16 00:00:00 +0000"
2931,"Salt River Valley Water Users' Assn",N00030771,3000,"2019-10-16 00:00:00 +0000"
2932,"Oneida Indian Nation",N00030771,2800,"2019-10-16 00:00:00 +0000"
2933,"Uline Inc",N00030771,2800,"2019-10-16 00:00:00 +0000"
2934,"Gila River Indian Community",N00030771,2700,"2019-10-16 00:00:00 +0000"
2935,"UM Holdings",N00030771,2554,"2019-10-16 00:00:00 +0000"
2936,"CEMEX Inc",N00030771,2500,"2019-10-16 00:00:00 +0000"
2937,"Depcom Power",N00030771,2500,"2019-10-16 00:00:00 +0000"
2938,Freeport-McMoRan,N00030771,2500,"2019-10-16 00:00:00 +0000"
2939,"Perry McCall Construction",N00030771,2500,"2019-10-16 00:00:00 +0000"
2940,"Western Energy Alliance",N00030771,2500,"2019-10-16 00:00:00 +0000"
2941,"Empire Office",N00030880,6000,"2019-06-10 00:00:00 +0000"
2942,"Great America PAC",N00030880,6000,"2019-06-10 00:00:00 +0000"
2943,"Metromont Corp",N00030880,5400,"2019-06-10 00:00:00 +0000"
2944,"American Institute of CPAs",N00030880,5000,"2019-06-10 00:00:00 +0000"
2945,"Koch Industries",N00030880,5000,"2019-06-10 00:00:00 +0000"
2946,"National Beer Wholesalers Assn",N00030880,5000,"2019-06-10 00:00:00 +0000"
2947,"Prosperity Action",N00030880,5000,"2019-06-10 00:00:00 +0000"
2948,"Support to Ensure Victory Everywhere PAC",N00030880,5000,"2019-06-10 00:00:00 +0000"
2949,"UBS Americas",N00030880,5000,"2019-06-10 00:00:00 +0000"
2950,"Association of US Postal Lessors",N00030880,4500,"2019-06-10 00:00:00 +0000"
2951,"Nelson, Mullins et al",N00030880,4000,"2019-06-10 00:00:00 +0000"
2952,"Ryan for Congress",N00030880,4000,"2019-06-10 00:00:00 +0000"
2953,"Spectrum Interiors of Sc",N00030880,3700,"2019-06-10 00:00:00 +0000"
2954,"National Air Traffic Controllers Assn",N00030880,3500,"2019-06-10 00:00:00 +0000"
2955,"National Assn of Home Builders",N00030880,3500,"2019-06-10 00:00:00 +0000"
2956,"Walmart Inc",N00030880,3500,"2019-06-10 00:00:00 +0000"
2957,"AT&T Inc",N00030880,3250,"2019-06-10 00:00:00 +0000"
2958,"JPMorgan Chase & Co",N00030880,3200,"2019-06-10 00:00:00 +0000"
2959,"Pantex Americus",N00030880,2750,"2019-06-10 00:00:00 +0000"
2960,"Arrowstar LLC",N00030880,2700,"2019-06-10 00:00:00 +0000"
2961,"Chem-Tech Finishers",N00030880,2700,"2019-06-10 00:00:00 +0000"
2962,"Club for Conservatives",N00030880,2700,"2019-06-10 00:00:00 +0000"
2963,"Flexicon Corp",N00030880,2700,"2019-06-10 00:00:00 +0000"
2964,"Giant Group",N00030880,2700,"2019-06-10 00:00:00 +0000"
2965,"Great Stuff",N00030880,2700,"2019-06-10 00:00:00 +0000"
2966,"KapStone Paper & Packaging",N00030880,2700,"2019-06-10 00:00:00 +0000"
2967,"Mull Drilling",N00030880,2700,"2019-06-10 00:00:00 +0000"
2968,"On Q Financial",N00030880,2700,"2019-06-10 00:00:00 +0000"
2969,"Riely Real Estate Group",N00030880,2700,"2019-06-10 00:00:00 +0000"
2970,"River Trading",N00030880,2700,"2019-06-10 00:00:00 +0000"
2971,"Safti First",N00030880,2700,"2019-06-10 00:00:00 +0000"
2972,"US Navy Reserve",N00030880,2700,"2019-06-10 00:00:00 +0000"
2973,"Lockheed Martin",N00008799,72000,"2019-10-16 00:00:00 +0000"
2974,"General Atomics",N00008799,16000,"2019-10-16 00:00:00 +0000"
2975,SpaceX,N00008799,13500,"2019-10-16 00:00:00 +0000"
2976,"Lmbi LP",N00008799,11200,"2019-10-16 00:00:00 +0000"
2977,"Ball Corp",N00008799,10000,"2019-10-16 00:00:00 +0000"
2978,"Bass Brothers Enterprises",N00008799,10000,"2019-10-16 00:00:00 +0000"
2979,E-PAC,N00008799,10000,"2019-10-16 00:00:00 +0000"
2980,"General Dynamics",N00008799,10000,"2019-10-16 00:00:00 +0000"
2981,"Harris Corp",N00008799,10000,"2019-10-16 00:00:00 +0000"
2982,"L3 Technologies",N00008799,10000,"2019-10-16 00:00:00 +0000"
2983,"Leidos Inc",N00008799,10000,"2019-10-16 00:00:00 +0000"
2984,"Northrop Grumman",N00008799,10000,"2019-10-16 00:00:00 +0000"
2985,"Oshkosh Corp",N00008799,10000,"2019-10-16 00:00:00 +0000"
2986,"Raytheon Co",N00008799,10000,"2019-10-16 00:00:00 +0000"
2987,"Rely on Your Beliefs",N00008799,10000,"2019-10-16 00:00:00 +0000"
2988,"Textron Inc",N00008799,10000,"2019-10-16 00:00:00 +0000"
2989,"Triumph Group",N00008799,10000,"2019-10-16 00:00:00 +0000"
2990,"BNSF Railway",N00008799,9000,"2019-10-16 00:00:00 +0000"
2991,"Luther King Capital Management",N00008799,8300,"2019-10-16 00:00:00 +0000"
2992,"Southwest Ford",N00008799,8100,"2019-10-16 00:00:00 +0000"
2993,"Votesane PAC",N00001758,105500,"2019-10-16 00:00:00 +0000"
2994,"WilmerHale LLP",N00001758,36150,"2019-10-16 00:00:00 +0000"
2995,"Sukup Manufacturing",N00001758,35900,"2019-10-16 00:00:00 +0000"
2996,"DISH Network",N00001758,33800,"2019-10-16 00:00:00 +0000"
2997,"Blackstone Group",N00001758,31000,"2019-10-16 00:00:00 +0000"
2998,alliantgroup,N00001758,30350,"2019-10-16 00:00:00 +0000"
2999,"Iowa Select Farms",N00001758,29700,"2019-10-16 00:00:00 +0000"
3000,"Verizon Communications",N00001758,29575,"2019-10-16 00:00:00 +0000"
3001,"Comcast Corp",N00001758,29250,"2019-10-16 00:00:00 +0000"
3002,"King & Spalding",N00001758,28650,"2019-10-16 00:00:00 +0000"
3003,"Alston & Bird",N00001758,27200,"2019-10-16 00:00:00 +0000"
3004,"Renaissance Technologies",N00001758,26600,"2019-10-16 00:00:00 +0000"
3005,"International Speedway",N00001758,23900,"2019-10-16 00:00:00 +0000"
3006,"McCoy Group",N00001758,21900,"2019-10-16 00:00:00 +0000"
3007,"Franklin Resources",N00001758,21600,"2019-10-16 00:00:00 +0000"
3008,"NextEra Energy",N00001758,21500,"2019-10-16 00:00:00 +0000"
3009,"Brownstein, Hyatt et al",N00001758,19100,"2019-10-16 00:00:00 +0000"
3010,"Dannenbaum Engineering",N00001758,18900,"2019-10-16 00:00:00 +0000"
3011,"Wellmark Inc",N00001758,18400,"2019-10-16 00:00:00 +0000"
3012,"Fedex Corp",N00001758,17000,"2019-10-16 00:00:00 +0000"
3013,"Lario Oil & Gas",N00001758,17000,"2019-10-16 00:00:00 +0000"
3014,"Hallmark Cards",N00013323,21700,"2019-10-16 00:00:00 +0000"
3015,"Deere & Co",N00013323,10000,"2019-10-16 00:00:00 +0000"
3016,"Deloitte LLP",N00013323,10000,"2019-10-16 00:00:00 +0000"
3017,"FedEx Corp",N00013323,10000,"2019-10-16 00:00:00 +0000"
3018,"National Stone, Sand & Gravel Assn",N00013323,10000,"2019-10-16 00:00:00 +0000"
3019,"Rely on Your Beliefs",N00013323,10000,"2019-10-16 00:00:00 +0000"
3020,"Honeywell International",N00013323,8500,"2019-10-16 00:00:00 +0000"
3021,"Raytheon Co",N00013323,8000,"2019-10-16 00:00:00 +0000"
3022,"American Maritime Officers",N00013323,7500,"2019-10-16 00:00:00 +0000"
3023,"Cubic Corp",N00013323,7500,"2019-10-16 00:00:00 +0000"
3024,"Home Depot",N00013323,7500,"2019-10-16 00:00:00 +0000"
3025,"Kansas City Southern",N00013323,7500,"2019-10-16 00:00:00 +0000"
3026,"Navigators Global",N00013323,7500,"2019-10-16 00:00:00 +0000"
3027,"Outdoor Advertising Assn of America",N00013323,7000,"2019-10-16 00:00:00 +0000"
3028,"Owner-Operator Independent Drivers Assn",N00013323,7000,"2019-10-16 00:00:00 +0000"
3029,"HDR Inc",N00013323,6500,"2019-10-16 00:00:00 +0000"
3030,"Air Line Pilots Assn",N00013323,6000,"2019-10-16 00:00:00 +0000"
3031,"Netjets Assn of Shared Aircraft Pilots",N00013323,6000,"2019-10-16 00:00:00 +0000"
3032,"Northrop Grumman",N00013323,6000,"2019-10-16 00:00:00 +0000"
3033,"CGCN Group",N00013323,5600,"2019-10-16 00:00:00 +0000"
3034,"Textile Rubber & Chemical Co",N00030788,11200,"2019-10-16 00:00:00 +0000"
3035,"Quicken Loans",N00030788,11000,"2019-10-16 00:00:00 +0000"
3036,"Koch Industries",N00030788,10000,"2019-10-16 00:00:00 +0000"
3037,"Majority Cmte PAC",N00030788,10000,"2019-10-16 00:00:00 +0000"
3038,"Northrop Grumman",N00030788,10000,"2019-10-16 00:00:00 +0000"
3039,"SunTrust Banks",N00030788,10000,"2019-10-16 00:00:00 +0000"
3040,"National Distributing Co",N00030788,7100,"2019-10-16 00:00:00 +0000"
3041,"American Society of Anesthesiologists",N00030788,7000,"2019-10-16 00:00:00 +0000"
3042,"Investment Co Institute",N00030788,7000,"2019-10-16 00:00:00 +0000"
3043,"Timothy R Rupli & Assoc",N00030788,6750,"2019-10-16 00:00:00 +0000"
3044,"Capital Group Companies",N00030788,6000,"2019-10-16 00:00:00 +0000"
3045,"CRH Americas",N00030788,6000,"2019-10-16 00:00:00 +0000"
3046,"Broadlands Holdings",N00030788,5600,"2019-10-16 00:00:00 +0000"
3047,"Cox Oil",N00030788,5600,"2019-10-16 00:00:00 +0000"
3048,"Hurt, Norton & Assoc",N00030788,5600,"2019-10-16 00:00:00 +0000"
3049,"Jcb Inc",N00030788,5600,"2019-10-16 00:00:00 +0000"
3050,"United Distributors",N00030788,5600,"2019-10-16 00:00:00 +0000"
3051,"Victory Automotive Group",N00030788,5600,"2019-10-16 00:00:00 +0000"
3052,"Votesane PAC",N00030788,5600,"2019-10-16 00:00:00 +0000"
3053,"Xana Management",N00030788,5600,"2019-10-16 00:00:00 +0000"
3054,"Yancey Brothers",N00030788,5600,"2019-10-16 00:00:00 +0000"
3055,"UNITE HERE",N00026686,10000,"2019-10-16 00:00:00 +0000"
3056,"Communications Workers of America",N00026686,5000,"2019-10-16 00:00:00 +0000"
3057,"Machinists/Aerospace Workers Union",N00026686,5000,"2019-10-16 00:00:00 +0000"
3058,"Quicken Loans",N00026686,4300,"2019-10-16 00:00:00 +0000"
3059,"Mires, Ran et al",N00026686,4000,"2019-10-16 00:00:00 +0000"
3060,"National Assn of Real Estate Investment Trusts",N00026686,3500,"2019-10-16 00:00:00 +0000"
3061,"Bracewell LLP",N00026686,2800,"2019-10-16 00:00:00 +0000"
3062,"Greatland Lease & Management",N00026686,2800,"2019-10-16 00:00:00 +0000"
3063,"Ladjevardian & Assoc",N00026686,2800,"2019-10-16 00:00:00 +0000"
3064,"American Federation of Teachers",N00026686,2500,"2019-10-16 00:00:00 +0000"
3065,"American Land Title Assn",N00026686,2500,"2019-10-16 00:00:00 +0000"
3066,"Bricklayers Union",N00026686,2500,"2019-10-16 00:00:00 +0000"
3067,"National Apartment Assn",N00026686,2500,"2019-10-16 00:00:00 +0000"
3068,"National Multifamily Housing Council",N00026686,2500,"2019-10-16 00:00:00 +0000"
3069,"Zeeba Real Estate",N00026686,2500,"2019-10-16 00:00:00 +0000"
3070,Amazon.com,N00026686,2000,"2019-10-16 00:00:00 +0000"
3071,"American Federation of State/Cnty/Munic Employees",N00026686,2000,"2019-10-16 00:00:00 +0000"
3072,Experian,N00026686,2000,"2019-10-16 00:00:00 +0000"
3073,"Greatland Living",N00026686,2000,"2019-10-16 00:00:00 +0000"
3074,"Hillcroft Physicians Pa",N00026686,2000,"2019-10-16 00:00:00 +0000"
3075,"National Assn of Realtors",N00026686,2000,"2019-10-16 00:00:00 +0000"
3076,"Paragon Medical Management",N00026686,2000,"2019-10-16 00:00:00 +0000"
3077,"Southwest Realty Group",N00026686,2000,"2019-10-16 00:00:00 +0000"
3078,"Ocean Shipholdings",N00005870,7500,"2019-06-10 00:00:00 +0000"
3079,"National Assn of Broadcasters",N00005870,7250,"2019-06-10 00:00:00 +0000"
3080,"Gonzalez & Assoc",N00005870,5400,"2019-06-10 00:00:00 +0000"
3081,"Alkermes Inc",N00005870,5000,"2019-06-10 00:00:00 +0000"
3082,"American College of Cardiology",N00005870,5000,"2019-06-10 00:00:00 +0000"
3083,"American College of Surgeons Prof Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3084,"American Crystal Sugar",N00005870,5000,"2019-06-10 00:00:00 +0000"
3085,"American Society of Anesthesiologists",N00005870,5000,"2019-06-10 00:00:00 +0000"
3086,"AmerisourceBergen Corp",N00005870,5000,"2019-06-10 00:00:00 +0000"
3087,"AT&T Inc",N00005870,5000,"2019-06-10 00:00:00 +0000"
3088,"Bayer Corp",N00005870,5000,"2019-06-10 00:00:00 +0000"
3089,"Carpenters & Joiners Union",N00005870,5000,"2019-06-10 00:00:00 +0000"
3090,"Comcast Corp",N00005870,5000,"2019-06-10 00:00:00 +0000"
3091,"Communications Workers of America",N00005870,5000,"2019-06-10 00:00:00 +0000"
3092,"Credit Union National Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3093,"Desert Caucus",N00005870,5000,"2019-06-10 00:00:00 +0000"
3094,"iHeartMedia Inc",N00005870,5000,"2019-06-10 00:00:00 +0000"
3095,"International Assn of Fire Fighters",N00005870,5000,"2019-06-10 00:00:00 +0000"
3096,"International Brotherhood of Electrical Workers",N00005870,5000,"2019-06-10 00:00:00 +0000"
3097,"International Longshoremens Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3098,"Machinists/Aerospace Workers Union",N00005870,5000,"2019-06-10 00:00:00 +0000"
3099,"National Auto Dealers Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3100,"National Beer Wholesalers Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3101,"NCTA The Internet & Television Assn",N00005870,5000,"2019-06-10 00:00:00 +0000"
3102,"Operating Engineers Union",N00005870,5000,"2019-06-10 00:00:00 +0000"
3103,"United Food & Commercial Workers Union",N00005870,5000,"2019-06-10 00:00:00 +0000"
3104,"United Steelworkers",N00005870,5000,"2019-06-10 00:00:00 +0000"
3105,"Verizon Communications",N00005870,5000,"2019-06-10 00:00:00 +0000"
3106,"Third Security",N00032029,5400,"2019-10-16 00:00:00 +0000"
3107,"Altria Group",N00032029,5000,"2019-10-16 00:00:00 +0000"
3108,"American Academy of Dermatology Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3109,"American Academy of Neurology",N00032029,5000,"2019-10-16 00:00:00 +0000"
3110,"American Academy of Ophthalmology",N00032029,5000,"2019-10-16 00:00:00 +0000"
3111,"American Assn for Justice",N00032029,5000,"2019-10-16 00:00:00 +0000"
3112,"American Bankers Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3113,"Celanese Corp",N00032029,5000,"2019-10-16 00:00:00 +0000"
3114,"Charter Communications",N00032029,5000,"2019-10-16 00:00:00 +0000"
3115,"Comcast Corp",N00032029,5000,"2019-10-16 00:00:00 +0000"
3116,"Farm Credit Council",N00032029,5000,"2019-10-16 00:00:00 +0000"
3117,"FirstEnergy Corp",N00032029,5000,"2019-10-16 00:00:00 +0000"
3118,"Huntington Ingalls Industries",N00032029,5000,"2019-10-16 00:00:00 +0000"
3119,"Intl Academy of Compounding Pharmacists",N00032029,5000,"2019-10-16 00:00:00 +0000"
3120,"Koch Industries",N00032029,5000,"2019-10-16 00:00:00 +0000"
3121,"National Apartment Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3122,"National Auto Dealers Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3123,"National Community Pharmacists Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3124,"National Rural Electric Cooperative Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3125,"NCTA The Internet & Television Assn",N00032029,5000,"2019-10-16 00:00:00 +0000"
3126,"Norfolk Southern",N00032029,5000,"2019-10-16 00:00:00 +0000"
3127,"United Food & Commercial Workers Union",N00025284,10000,"2019-10-16 00:00:00 +0000"
3128,"Prairie Island Tribal Council",N00025284,8200,"2019-10-16 00:00:00 +0000"
3129,"Foley & Lardner",N00025284,6500,"2019-10-16 00:00:00 +0000"
3130,"Poarch Band of Creek Indians",N00025284,5500,"2019-10-16 00:00:00 +0000"
3131,"American Federation of Teachers",N00025284,5000,"2019-10-16 00:00:00 +0000"
3132,"Financial Center Credit Union",N00025284,5000,"2019-10-16 00:00:00 +0000"
3133,"Ironworkers Union",N00025284,5000,"2019-10-16 00:00:00 +0000"
3134,"SMART Transportation Division",N00025284,5000,"2019-10-16 00:00:00 +0000"
3135,"UNITE HERE",N00025284,5000,"2019-10-16 00:00:00 +0000"
3136,"National Indian Gaming Assn",N00025284,4000,"2019-10-16 00:00:00 +0000"
3137,"Akin, Gump et al",N00025284,3500,"2019-10-16 00:00:00 +0000"
3138,"American Federation of State/Cnty/Munic Employees",N00025284,3500,"2019-10-16 00:00:00 +0000"
3139,"Alliance for Water Resources for Ventura County",N00025284,3000,"2019-10-16 00:00:00 +0000"
3140,"San Pablo Lytton Casino",N00025284,2800,"2019-10-16 00:00:00 +0000"
3141,"Tigua Indian Reservation",N00025284,2800,"2019-10-16 00:00:00 +0000"
3142,"Confederated Tribes of Siletz Indians",N00025284,2700,"2019-10-16 00:00:00 +0000"
3143,"Mohegan Tribe",N00025284,2700,"2019-10-16 00:00:00 +0000"
3144,"Morongo Band of Mission Indians",N00025284,2700,"2019-10-16 00:00:00 +0000"
3145,"Muscogee Creek Nation",N00025284,2700,"2019-10-16 00:00:00 +0000"
3146,"Osage Nation General Fund",N00025284,2700,"2019-10-16 00:00:00 +0000"
3147,"Puyallup Tribe of Indians",N00025284,2700,"2019-10-16 00:00:00 +0000"
3148,"Shakopee Mdewakanton Sioux Community",N00025284,2700,"2019-10-16 00:00:00 +0000"
3149,"St Croix Tribal Council",N00025284,2700,"2019-10-16 00:00:00 +0000"
3150,"Bluegrass Cmte",N00029675,10000,"2019-10-16 00:00:00 +0000"
3151,"AstraZeneca Pharmaceuticals",N00029675,8000,"2019-10-16 00:00:00 +0000"
3152,"American College of Emergency Physicians",N00029675,7500,"2019-10-16 00:00:00 +0000"
3153,Biogen,N00029675,7500,"2019-10-16 00:00:00 +0000"
3154,"America's Health Insurance Plans",N00029675,6000,"2019-10-16 00:00:00 +0000"
3155,"Merck & Co",N00029675,6000,"2019-10-16 00:00:00 +0000"
3156,"Alkermes Inc",N00029675,5000,"2019-10-16 00:00:00 +0000"
3157,"Alzheimer's Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3158,"American College of Rheumatology",N00029675,5000,"2019-10-16 00:00:00 +0000"
3159,"American Hotel & Lodging Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3160,"American Nurses Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3161,"American Society of Interventional Pain Physicians",N00029675,5000,"2019-10-16 00:00:00 +0000"
3162,"American Society of Travel Advisors",N00029675,5000,"2019-10-16 00:00:00 +0000"
3163,"American Speech-Language-Hearing Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3164,"Amgen Inc",N00029675,5000,"2019-10-16 00:00:00 +0000"
3165,"Anthem Inc",N00029675,5000,"2019-10-16 00:00:00 +0000"
3166,"AT&T Inc",N00029675,5000,"2019-10-16 00:00:00 +0000"
3167,"Charter Communications",N00029675,5000,"2019-10-16 00:00:00 +0000"
3168,"Comcast Corp",N00029675,5000,"2019-10-16 00:00:00 +0000"
3169,"Credit Union National Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3170,"Home Depot",N00029675,5000,"2019-10-16 00:00:00 +0000"
3171,"Intel Corp",N00029675,5000,"2019-10-16 00:00:00 +0000"
3172,"Koch Industries",N00029675,5000,"2019-10-16 00:00:00 +0000"
3173,"National Assn of Broadcasters",N00029675,5000,"2019-10-16 00:00:00 +0000"
3174,"National Community Action Foundation",N00029675,5000,"2019-10-16 00:00:00 +0000"
3175,"NCTA The Internet & Television Assn",N00029675,5000,"2019-10-16 00:00:00 +0000"
3176,PricewaterhouseCoopers,N00029675,5000,"2019-10-16 00:00:00 +0000"
3177,TIAA,N00029675,5000,"2019-10-16 00:00:00 +0000"
